DB00001,
DB00002,
DB00003,
DB00004,
DB00005,DB01281;DB00026;DB08879;DB06168;DB08904;DB00531;DB06643;DB00065;DB01097;DB00108;DB00337;DB10283;DB06372;DB01656;DB06688;DB00864;DB06273;DB08895;DB00072;DB09033
DB00006,DB00054;DB01418;DB00945;DB00009;DB00029;DB06605;DB00269;DB04272;DB11249;DB06695;DB06779;DB01254;DB01609;DB03619;DB00304;DB00266;DB00378;DB00974;DB09075;DB01225;DB08794;DB00569;DB06730;DB01109;DB04865;DB00078;DB09053;DB00065;DB09211;DB09079;DB08935;DB11133;DB00686;DB00498;DB00946;DB00396;DB00015;DB01207;DB06228;DB00086;DB06206;DB06271;DB00031;DB09070;DB00932;DB00081;DB00374;DB00013;DB00163;DB09030;DB00682
DB00007,DB00284;DB00414;DB09043;DB00346;DB06203;DB00915;DB01118;DB00321;DB00543;DB00261;DB00714;DB01274;DB01238;DB01169;DB06697;DB06216;DB01072;DB00289;DB00207;DB08903;DB00188;DB06616;DB01200;DB06719;DB08907;DB00089;DB09063;DB00608;DB00477;DB00672;DB09277;DB00537;DB00604;DB00215;DB01211;DB01242;DB00363;DB09066;DB08865;DB08912;DB06292;DB01254;DB06699;DB01189;DB01151;DB01075;DB00280;DB00204;DB00757;DB01184;DB01142;DB04855;DB00450;DB09045;DB09039;DB09038;DB08871;DB00199;DB01175;DB01276;DB04953;DB00927;DB00949;DB08868;DB01195;DB00196;DB00472;DB00875;DB00588;DB00983;DB00529;DB01320;DB00743;DB00674;DB01155;DB01120;DB00222;DB01067;DB01251;DB01016;DB00014;DB00889;DB00502;DB06788;DB00557;DB00710;DB00308;DB04946;DB00458;DB05039;DB00808;DB01306;DB09564;DB01307;DB00047;DB01309;DB00030;DB00046;DB00753;DB00270;DB01167;DB09083;DB01026;DB01259;DB09078;DB01137;DB08882;DB06655;DB01356;DB01601;DB06708;DB00934;DB00358;DB00331;DB00333;DB01403;DB01233;DB00916;DB00834;DB00491;DB08893;DB00370;DB00691;DB00218;DB00731;DB00220;DB00622;DB04868;DB01059;DB00540;DB00104;DB01165;DB00334;DB09080;DB00904;DB09330;DB00107;DB01267;DB06603;DB00715;DB06663;DB06589;DB00738;DB00556;DB01100;DB01132;DB01263;DB01278;DB01087;DB01035;DB00420;DB01069;DB01182;DB00818;DB00344;DB01224;DB00908;DB00468;DB00243;DB00912;DB08864;DB00734;DB00503;DB00412;DB01001;DB00938;DB01232;DB06335;DB01104;DB01236;DB01261;DB01591;DB00398;DB00489;DB01015;DB00263;DB01268;DB00864;DB00675;DB06402;DB00976;DB00871;DB04844;DB00679;DB01623;DB00697;DB00839;DB01124;DB01036;DB00539;DB00656;DB00374;DB00440;DB00726;DB06825;DB05294;DB00862;DB08881;DB00285;DB09082;DB04876;DB00582;DB02546;DB00246;DB01624
DB00008,DB00041;DB01223;DB00363;DB04817;DB00333;DB09208;DB00811;DB01265;DB00277;DB00697;DB00495
DB00009,DB00054;DB01418;DB00945;DB00233;DB00261;DB06605;DB06692;DB00278;DB01294;DB00006;DB00201;DB06441;DB01166;DB00215;DB04272;DB00758;DB06695;DB06779;DB06754;DB11095;DB06700;DB00586;DB00266;DB00861;DB01551;DB00975;DB00476;DB00974;DB09075;DB01225;DB01240;DB00063;DB01175;DB08794;DB00749;DB00573;DB08976;DB00472;DB00712;DB00176;DB00569;DB01109;DB01050;DB01088;DB00328;DB01009;DB00465;DB08918;DB09211;DB01397;DB00784;DB00814;DB04896;DB00461;DB08813;DB00788;DB00727;DB00991;DB00715;DB00498;DB00946;DB00554;DB06209;DB06228;DB01399;DB01104;DB00605;DB06271;DB01600;DB08816;DB00208;DB06822;DB00775;DB00500;DB00374;DB00285;DB06684;DB09030;DB09068;DB00682
DB00010,
DB00011,
DB00012,DB00480;DB00984;DB01041
DB00013,DB00054;DB01418;DB00945;DB00233;DB00261;DB06605;DB06692;DB00278;DB01294;DB00006;DB00201;DB06441;DB01166;DB00215;DB00758;DB06695;DB06779;DB06754;DB11095;DB06700;DB00586;DB00861;DB01551;DB00975;DB00476;DB09075;DB01225;DB01240;DB00063;DB01175;DB00749;DB00573;DB08976;DB00472;DB00712;DB00176;DB00569;DB01109;DB01050;DB01088;DB00328;DB01009;DB00465;DB08918;DB01397;DB00784;DB00814;DB04896;DB00461;DB08813;DB00788;DB00991;DB00715;DB00554;DB06209;DB06228;DB01399;DB01104;DB00605;DB01600;DB08816;DB00208;DB06822;DB00775;DB00500;DB00374;DB00285;DB06684;DB09030;DB09068;DB00682
