11607,11972
11607,12944
11610,11677
11610,16337
11611,11677
11611,16337
11612,11972
11612,12039
11612,12944
11612,13154
11612,16324
11614,11876
11614,12247
11614,12816
11614,12858
11614,12890
11615,11807
11615,12323
11615,12944
11617,11876
11617,12247
11617,12816
11617,12890
11619,11660
11619,12944
11619,12960
11619,16355
11621,11807
11621,12944
11627,11808
11627,11974
11627,12258
11627,12367
11627,12630
11627,12965
11628,11876
11628,12247
11628,12816
11628,12890
11629,11677
11632,11677
11632,12635
11632,16312
11632,16337
11632,16350
11632,18417
11636,16348
11637,11660
11637,11807
11637,12944
11637,12960
11637,16355
11640,11876
11640,12247
11640,12816
11640,12890
11641,13098
11643,13098
11644,16422
11646,12434
11646,12608
11646,12878
11651,11705
11651,11777
11651,11786
11651,11879
11651,11933
11651,12070
11651,12180
11651,12208
11651,12231
11651,12243
11651,12264
11651,12274
11651,12402
11651,12594
11651,12633
11651,12729
11651,12786
11651,12871
11652,11657
11652,11786
11652,11794
11652,11863
11652,11933
11652,11971
11652,12087
11652,12117
11652,12167
11652,12194
11652,12208
11652,12555
11652,12729
11652,12786
11652,12796
11652,12884
11652,12886
11652,12929
11652,13127
11656,11677
11656,16312
11656,16337
11657,11821
11657,11883
11657,11929
11657,12010
11657,12089
11657,12268
11657,12327
11657,12435
11657,12611
11657,12660
11657,12713
11657,12717
11657,12725
11657,12854
11657,12869
11657,12891
11657,12892
11657,12893
11657,16335
11657,16348
11659,11677
11659,11972
11659,12371
11659,12944
11660,11972
11660,12098
11660,12165
11660,12278
11660,12354
11660,12604
11660,12702
11660,12818
11660,16352
11660,16412
11660,16423
11660,18358
11664,11677
11668,11972
11668,12371
11668,12944
11670,11677
11670,16337
11670,16350
11673,12093
11677,11678
11677,11679
11677,11680
11677,11682
11677,11684
11677,11689
11677,11693
11677,11697
11677,11709
11677,11712
11677,11841
11677,11861
11677,11875
11677,11889
11677,11890
11677,11904
11677,11916
11677,11921
11677,11950
11677,11959
11677,11983
11677,11996
11677,12026
11677,12039
11677,12041
11677,12042
11677,12043
11677,12078
11677,12086
11677,12111
11677,12122
11677,12126
11677,12127
11677,12137
11677,12140
11677,12148
11677,12159
11677,12166
11677,12215
11677,12216
11677,12227
11677,12231
11677,12283
11677,12284
11677,12290
11677,12337
11677,12351
11677,12358
11677,12369
11677,12447
11677,12449
11677,12456
11677,12460
11677,12473
11677,12483
11677,12523
11677,12553
11677,12554
11677,12565
11677,12582
11677,12588
11677,12592
11677,12600
11677,12603
11677,12619
11677,12624
11677,12627
11677,12635
11677,12636
11677,12666
11677,12694
11677,12761
11677,12770
11677,12774
11677,12789
11677,12797
11677,12799
11677,12822
11677,12827
11677,12841
11677,12861
11677,12873
11677,12874
11677,12878
11677,12943
11677,15993
11677,16261
11677,16333
11677,16337
11678,11776
11678,11794
11678,11813
11678,12115
11678,12257
11678,12435
11678,12476
11678,12561
11678,12616
11678,12755
11678,18365
11678,18417
11679,16312
11679,16337
11680,11693
11680,16337
11681,18356
11684,11709
11685,13098
11687,13138
11688,11807
11693,11705
11693,11774
11693,11792
11693,11795
11693,11796
11693,11798
11693,11806
11693,11807
11693,11819
11693,11821
11693,11823
11693,11826
11693,11836
11693,11840
11693,11851
11693,11905
11693,11911
11693,11927
11693,11936
11693,11937
11693,11941
11693,11957
11693,11988
11693,11998
11693,12016
11693,12020
11693,12035
11693,12037
11693,12044
11693,12059
11693,12067
11693,12070
11693,12072
11693,12098
11693,12101
11693,12115
11693,12116
11693,12125
11693,12128
11693,12133
11693,12150
11693,12155
11693,12159
11693,12160
11693,12169
11693,12178
11693,12182
11693,12195
11693,12201
11693,12203
11693,12204
11693,12211
11693,12215
11693,12218
11693,12220
11693,12221
11693,12237
11693,12252
11693,12254
11693,12257
11693,12277
11693,12280
11693,12297
11693,12302
11693,12308
11693,12341
11693,12345
11693,12350
11693,12369
11693,12372
11693,12374
11693,12380
11693,12384
11693,12390
11693,12391
11693,12415
11693,12445
11693,12453
11693,12460
11693,12473
11693,12489
11693,12507
11693,12527
11693,12534
11693,12568
11693,12571
11693,12572
11693,12586
11693,12604
11693,12610
11693,12611
11693,12621
11693,12624
11693,12630
11693,12636
11693,12639
11693,12644
11693,12652
11693,12660
11693,12665
11693,12669
11693,12676
11693,12688
11693,12691
11693,12698
11693,12708
11693,12711
11693,12729
11693,12731
11693,12742
11693,12749
11693,12760
11693,12767
11693,12775
11693,12783
11693,12804
11693,12825
11693,12826
11693,12856
11693,12894
11693,12895
11693,12896
11693,12898
11693,12914
11693,12918
11693,12922
11693,12923
11693,12924
11693,12925
11693,12926
11693,12928
11693,12930
11693,12937
11693,12950
11693,12951
11693,12962
11693,12975
11693,13129
11693,13132
11693,13142
11693,13143
11693,13144
11693,13145
11693,16258
11693,16299
11693,16337
11693,18381
11693,18390
11694,16312
11694,16337
11697,12846
11697,16337
11700,16312
11700,16337
11701,12624
11705,11845
11705,12135
11705,12178
11705,12322
11705,12460
11705,12937
11705,13098
11705,13167
11705,13168
11705,14051
11705,16360
11705,16371
11706,11876
11706,12247
11706,12816
11706,12890
11707,11845
11707,12135
11707,12178
11707,12322
11707,12460
11707,13167
11707,13168
11707,14051
11708,11986
11708,12264
11709,11841
11709,11861
11709,11889
11709,11890
11709,11950
11709,11959
11709,11983
11709,12042
11709,12111
11709,12137
11709,12166
11709,12227
11709,12351
11709,12449
11709,12460
11709,12553
11709,12624
11709,12635
11709,12822
11709,15993
11709,16260
11709,16302
11709,16312
11709,16333
11709,16350
11709,18386
11709,18396
11709,18417
11712,16337
11713,12861
11719,11792
11719,11884
11719,11914
11719,12201
11719,12252
11719,12278
11719,12322
11719,12348
11719,12604
11719,12944
11719,16363
11726,11823
11726,12342
11736,11768
11736,12178
11736,12525
11736,12571
11750,11914
11750,12840
11750,16352
11750,16363
11753,11768
11753,12525
11758,11836
11758,11840
11758,11851
11758,11905
11758,11911
11758,12016
11758,12072
11758,12128
11758,12350
11758,12390
11758,12445
11758,12767
11758,12895
11758,12914
11758,12918
11758,12922
11758,12923
11758,12924
11758,12925
11758,12926
11762,11906
11762,12057
11762,12351
11762,12577
11762,12676
11763,12297
11763,12676
11768,11962
11768,11973
11768,12505
11768,12525
11768,12676
11768,12987
11768,12991
11768,13816
11768,16384
11774,12507
11774,12525
11774,12527
11774,12633
11774,12834
11774,12950
11774,12951
11774,18389
11775,11781
11775,11790
11775,11792
11775,11815
11775,11851
11775,11865
11775,11867
11775,11876
11775,11884
11775,11895
11775,11914
11775,11919
11775,11920
11775,11931
11775,11932
11775,11940
11775,11942
11775,11961
11775,11968
11775,11972
11775,11977
11775,11980
11775,11993
11775,11995
11775,12025
11775,12056
11775,12074
11775,12095
11775,12098
11775,12128
11775,12136
11775,12139
11775,12160
11775,12170
11775,12175
11775,12197
11775,12233
11775,12247
11775,12252
11775,12265
11775,12275
11775,12278
11775,12292
11775,12293
11775,12322
11775,12326
11775,12348
11775,12350
11775,12376
11775,12453
11775,12461
11775,12513
11775,12528
11775,12532
11775,12547
11775,12548
11775,12575
11775,12593
11775,12604
11775,12631
11775,12698
11775,12718
11775,12735
11775,12744
11775,12759
11775,12764
11775,12784
11775,12816
11775,12835
11775,12840
11775,12890
11775,12895
11775,12898
11775,12927
11775,12936
11775,12944
11775,12973
11775,13123
11775,13124
11775,13126
11775,13145
11775,13167
11775,13199
11775,16319
11775,16322
11775,16363
11776,11972
11776,11982
11776,12115
11776,12190
11776,12280
11776,12736
11776,12917
11776,12927
11776,16319
11777,11972
11777,11982
11777,12019
11777,12190
11777,12280
11777,12293
11777,12917
11777,12927
11777,12952
11777,16313
11777,18365
11779,12178
11779,12571
11780,12025
11781,12031
11781,12070
11781,12075
11781,12219
11781,12275
11781,12311
11781,12376
11781,12427
11781,12446
11781,12528
11781,12662
11781,12763
11781,12840
11781,12936
11781,12959
11781,13098
11781,13153
11784,11980
11784,12468
11785,11912
11785,11961
11785,12025
11785,12897
11786,11835
11786,11846
11786,11879
11786,11880
11786,11919
11786,11927
11786,11972
11786,12012
11786,12055
11786,12150
11786,12171
11786,12257
11786,12264
11786,12268
11786,12292
11786,12412
11786,12435
11786,12467
11786,12507
11786,12533
11786,12578
11786,12596
11786,12611
11786,12644
11786,12657
11786,12660
11786,12713
11786,12717
11786,12755
11786,12846
11786,12879
11786,12880
11786,12881
11786,12882
11786,12891
11786,12892
11786,12893
11786,12935
11786,12945
11787,11807
11787,12178
11787,12354
11787,12571
11788,11865
11788,12278
11788,12718
11788,12973
11790,11792
11790,11884
11790,11970
11790,11990
11790,12018
11790,12025
11790,12031
11790,12070
11790,12075
11790,12105
11790,12115
11790,12219
11790,12275
11790,12311
11790,12348
11790,12373
11790,12376
11790,12427
11790,12446
11790,12497
11790,12528
11790,12656
11790,12662
11790,12763
11790,12839
11790,12840
11790,12936
11790,12959
11790,13153
11792,11795
11792,11798
11792,11804
11792,11807
11792,11814
11792,11815
11792,11819
11792,11823
11792,11837
11792,11842
11792,11847
11792,11851
11792,11856
11792,11880
11792,11884
11792,11911
11792,11914
11792,11919
11792,11920
11792,11931
11792,11941
11792,11942
11792,11951
11792,11955
11792,11961
11792,11968
11792,12025
11792,12052
11792,12056
11792,12066
11792,12070
11792,12074
11792,12075
11792,12094
